Collashot C2 Strip Of 10 Capsules,₹883.00,https://cdn01.pharmeasy.in/dam/products/I33881/collashot-c2-cap-10s-1-1641536741.jpg?dim=320x320&dpr=1&q=100
Colospa Retard 200mg Strip Of 15 Capsules,₹617.90,https://cdn01.pharmeasy.in/dam/products/I32339/colospa-retard-200mg-cap-15s-1-1641536694.jpg?dim=320x320&dpr=1&q=100
Combigan Bottle Of 5ml Eye Drops,₹535.49,https://cdn01.pharmeasy.in/dam/products/199512/combigan-bottle-of-5ml-eye-drops-1-1738136548.jpg?dim=320x320&dpr=1&q=100
Concor Am 5mg Strip Of 10 Tablets,₹128.43,https://cdn01.pharmeasy.in/dam/products/193454/concor-am-5mg-strip-of-10-tablets-1-1641531367.jpg?dim=320x320&dpr=1&q=100
Concor Cor 2.5mg Strip Of 10 Tablets,₹94.46,https://cdn01.pharmeasy.in/dam/products/047230/concor-cor-25mg-strip-of-10-tablets-2-1641535946.jpg?dim=320x320&dpr=1&q=100
Concor 5mg Strip Of 10 Tablets,₹128.18,https://cdn01.pharmeasy.in/dam/products/047235/concor-5mg-strip-of-10-tablets-7-1641535185.jpg?dim=320x320&dpr=1&q=100
Contractubex Tube Of 20gm Gel,₹1489.00,https://cdn01.pharmeasy.in/dam/products/047525/contractubex-tube-of-20gm-gel-1-1664875426.jpg?dim=320x320&dpr=1&q=100
Coralan 5mg Strip Of 14 Tablets,₹323.40,https://cdn01.pharmeasy.in/dam/products/220953/coralan-5mg-tablet-1-1641534758.jpg?dim=320x320&dpr=1&q=100
Coralium D3 Strip Of 10 Tablets,₹162.95,https://cdn01.pharmeasy.in/dam/products/I00034/coralium-d3-strip-of-10-tablets-1-1664871731.jpg?dim=320x320&dpr=1&q=100
Cordarone 100mg Strip Of 10 Tablets,₹63.77,https://cdn01.pharmeasy.in/dam/products/047835/cordarone-100mg-strip-of-10-tablets-2-1630909303.jpg?dim=320x320&dpr=1&q=100
Cordarone X 200mg Strip Of 10 Tablets,N/A,https://cdn01.pharmeasy.in/dam/products/047840/cordarone-x-200mg-strip-of-10-tablets-front-2-1597365079.jpg?dim=320x320&dpr=1&q=100
Coversyl Am 4/5mg Strip Of 10 Tablets,₹248.90,https://cdn01.pharmeasy.in/dam/products/191938/coversyl-am-4-5mg-strip-of-10-tablets-3-1664436501.jpg?dim=320x320&dpr=1&q=100
Coversyl 4mg Strip Of 10 Tablets,₹197.66,https://cdn01.pharmeasy.in/dam/products/048890/coversyl-4mg-strip-of-10-tablets-2-1641535588.jpg?dim=320x320&dpr=1&q=100
Coversyl Plus Strip Of 10 Tablets,₹256.22,https://cdn01.pharmeasy.in/dam/products/048900/coversyl-plus-strip-of-10-tablets-2-1641535192.jpg?dim=320x320&dpr=1&q=100
Cremalax 10mg Strip Of 15 Tablets,N/A,https://cdn01.pharmeasy.in/dam/products/I14963/cremalax-10mg-strip-of-15-tablets-1-1641536636.jpg?dim=320x320&dpr=1&q=100
Creon 25000 Strip Of 10 Capsules,₹1198.76,https://cdn01.pharmeasy.in/dam/products/191940/creon-25000-strip-of-10-capsules-1-1641530227.jpg?dim=320x320&dpr=1&q=100
Creon 40000 Strip Of 10 Capsules,₹1410.79,https://cdn01.pharmeasy.in/dam/products/049251/creon-40000-capsule-1-1641535591.jpg?dim=320x320&dpr=1&q=100
Creon 10000 Strip Of 15 Capsules,₹796.80,https://cdn01.pharmeasy.in/dam/products/I37597/creon-10000-cap-15s-1-1641538168.jpg?dim=320x320&dpr=1&q=100
Cresp 40mcg Pre Filled Syringe Of 0.4ml Injection,₹2891.60,https://cdn01.pharmeasy.in/dam/products/224228/cresp-40mcg-pre-filled-syringe-injection-04ml-1-1641531361.jpg?dim=320x320&dpr=1&q=100
Crestor 20mg Strip Of 10 Tablets,₹469.00,https://cdn01.pharmeasy.in/dam/products/225966/crestor-20mg-strip-of-10-tablets-1-1670227814.jpg?dim=320x320&dpr=1&q=100
Crestor 10mg Strip Of 30 Tablets,₹624.00,https://cdn01.pharmeasy.in/dam/products/I01648/crestor-10mg-strip-of-30-tablets-1-1670227973.jpg?dim=320x320&dpr=1&q=100
Crevast 10mg Strip Of 10 Tablets,₹322.47,https://cdn01.pharmeasy.in/dam/products/176046/crevast-10mg-strip-of-10-tablets-2-1641531415.jpg?dim=320x320&dpr=1&q=100
Crinone 8% Tube Of 1.125gm Vaginal Gel,N/A,https://cdn01.pharmeasy.in/dam/products/049270/crinone-8-tube-of-1125gm-vaginal-gel-front-2-1607666444.jpg?dim=320x320&dpr=1&q=100
Ctd 12.5mg Strip Of 15 Tablets,₹145.10,https://cdn01.pharmeasy.in/dam/products/I00612/ctd-125mg-strip-of-15-tablets-1-1641533371.jpg?dim=320x320&dpr=1&q=100
Ctd 6.25mg Strip Of 15 Tablets,₹113.10,https://cdn01.pharmeasy.in/dam/products/I00570/ctd-625mg-strip-of-15-tablets-2-1734411261.jpg?dim=320x320&dpr=1&q=100
Ctd T 6.25/40mg Strip Of 15 Tablets,₹229.85,https://cdn01.pharmeasy.in/dam/products/I00577/ctd-t-625-40mg-15s-strip-of-15-tablets-2-1733576299.jpg?dim=320x320&dpr=1&q=100
Cyblex Mv 80.3mg Strip Of 15 Tablets,₹280.10,https://cdn01.pharmeasy.in/dam/products/I14364/cyblex-mv-803mg-tablet-15s-2-1641536616.jpg?dim=320x320&dpr=1&q=100
Cyra D Strip Of 10 Capsules,₹51.00,https://cdn01.pharmeasy.in/dam/products/193728/cyra-d-capsule-2-1641534851.jpg?dim=320x320&dpr=1&q=100
Cytogard Od 60mg Strip Of 15 Capsules,₹566.55,https://cdn01.pharmeasy.in/dam/products/H03040/cytogard-od-60mg-capsule-15s-1-1641537945.jpg?dim=320x320&dpr=1&q=100
D Rise 60000 Iu Sach 1gm,₹38.06,https://cdn01.pharmeasy.in/dam/products/225253/d-rise-60000-iu-sach-1gm-1-1664872069.jpg?dim=320x320&dpr=1&q=100
D Rise 2000iu Strip Of 10 Softgel Capsules,₹103.40,https://cdn01.pharmeasy.in/dam/products/226801/d-rise-2000iu-sofgels-3-1652942539.jpg?dim=320x320&dpr=1&q=100
D Rise 60k Strip Of 4 Softgel Capsules,₹137.89,https://cdn01.pharmeasy.in/dam/products/240236/d-rise-60k-strip-of-4-capsules-3-1652942511.jpg?dim=320x320&dpr=1&q=100
D3 Must 60k Orange Flavour Sugar Free Strip Of 4 Chewable Tablets,₹87.53,https://cdn01.pharmeasy.in/dam/products/239401/d3-must-60k-orange-flavour-sugar-free-strip-of-4-chewable-tablets-2-1708424637.jpg?dim=320x320&dpr=1&q=100
Dabiclot 150mg Strip Of 10 Capsules,₹398.60,https://cdn01.pharmeasy.in/dam/products/I14775/dabiclot-150mg-strip-of-10-capsules-2-1641537569.jpg?dim=320x320&dpr=1&q=100
Dabiclot 110mg Strip Of 10 Capsules,₹338.61,https://cdn01.pharmeasy.in/dam/products/I14925/dabiclot-110mg-strip-of-10-capsules-2-1641537574.jpg?dim=320x320&dpr=1&q=100
Dabigat 110mg Strip Of 10 Capsules,₹326.00,https://cdn01.pharmeasy.in/dam/products/I14468/dabigat-110mg-cap-10s-2-1641537069.jpg?dim=320x320&dpr=1&q=100
Dabigo 110mg Strip Of 10 Capsules,₹162.00,https://cdn01.pharmeasy.in/dam/products/I14757/dabigo-110mg-strip-of-10-capsules-1-1641537568.jpg?dim=320x320&dpr=1&q=100
Dabigza 110mg Strip Of 10 Capsules,N/A,https://cdn01.pharmeasy.in/dam/products/I14801/dabigza-110mg-strip-of-10-capsules-2-1641537569.jpg?dim=320x320&dpr=1&q=100
Dabigo 150mg Strip Of 10 Capsules,₹174.00,https://cdn01.pharmeasy.in/dam/products/I14999/dabigo-150mg-strip-of-10-capsules-1-1641537576.jpg?dim=320x320&dpr=1&q=100
Dabistar 110mg Strip Of 10 Capsules,₹350.60,https://cdn01.pharmeasy.in/dam/products/I14855/dabistar-110mg-strip-of-10-capsules-3-1641537570.jpg?dim=320x320&dpr=1&q=100
Dabistar 150mg Strip Of 10 Capsules,₹379.90,https://cdn01.pharmeasy.in/dam/products/I27091/dabistar-150mg-capsule-10s-2-1641536674.jpg?dim=320x320&dpr=1&q=100
Daflon 1000mg Strip Of 10 Tablets,₹220.00,https://cdn01.pharmeasy.in/dam/products/245925/daflon-1000mg-strip-of-10-tablets-2-1669713710.jpg?dim=320x320&dpr=1&q=100
Daflon 500mg Strip Of 10 Tablets,₹183.01,https://cdn01.pharmeasy.in/dam/products/051750/daflon-500mg-strip-of-10-tablets-2-1641535596.jpg?dim=320x320&dpr=1&q=100
Dalstep 10mg Strip Of 10 Tablets,₹522.00,https://cdn01.pharmeasy.in/dam/products/I36698/dalstep-10mg-tab-10s-2-1641538141.jpg?dim=320x320&dpr=1&q=100
Dargen 40mcg Pre Filled Syringe Of 0.40ml Injection,₹3033.15,https://cdn01.pharmeasy.in/dam/products/255235/dargen-40mcg-pre-filled-syringe-injection-040ml-1-1641532992.jpg?dim=320x320&dpr=1&q=100
Dariten Od 7.5mg Strip Of 10 Tablets,₹360.00,https://cdn01.pharmeasy.in/dam/products/200001/dariten-od-75mg-tablet-2-1641534236.jpg?dim=320x320&dpr=1&q=100
Daztor 10mg Strip Of 10 Tablets,₹169.00,https://cdn01.pharmeasy.in/dam/products/227371/daztor-10mg-tablet-2-1641534815.jpg?dim=320x320&dpr=1&q=100
Defcort 6mg Strip Of 10 Tablets,₹150.00,https://cdn01.pharmeasy.in/dam/products/I03334/defcort-6mg-strip-of-10-tablets-2-1641535473.jpg?dim=320x320&dpr=1&q=100
Defrijet 500mg Strip Of 10 Tablets,₹402.65,https://cdn01.pharmeasy.in/dam/products/241771/defrijet-500mg-strip-of-10-tablets-1-1641534350.jpg?dim=320x320&dpr=1&q=100
Demelan Tube Of 20gm Cream,₹544.50,https://cdn01.pharmeasy.in/dam/products/329894/demelan-cream-1-1654592620.jpg?dim=320x320&dpr=1&q=100
Deplatt Cv 20mg Strip Of 10 Capsules,₹130.00,https://cdn01.pharmeasy.in/dam/products/195979/deplatt-cv-20mg-strip-of-10-capsules-2-1734684685.jpg?dim=320x320&dpr=1&q=100
Deplatt Cv 10mg Strip Of 10 Capsules,₹95.00,https://cdn01.pharmeasy.in/dam/products/255236/deplatt-cv-10mg-strip-of-10-capsules-2-1732881872.jpg?dim=320x320&dpr=1&q=100
Deplatt 75mg Strip Of 15 Tablets,₹107.96,https://cdn01.pharmeasy.in/dam/products/I01179/deplatt-75mg-strip-of-15-tablets-2-1641534894.jpg?dim=320x320&dpr=1&q=100
Deplatt A 150 Strip Of 15 Tablets,₹109.10,https://cdn01.pharmeasy.in/dam/products/I04483/deplatt-a-150-strip-of-15-tablets-2-1641536323.jpg?dim=320x320&dpr=1&q=100
Deplatt A 75mg Strip Of 15 Tablets,₹107.00,https://cdn01.pharmeasy.in/dam/products/334202/deplatt-a-75mg-tablet-15s-2-1641536460.jpg?dim=320x320&dpr=1&q=100
Deriva Cms Tube Of 15gm Gel,₹465.00,https://cdn01.pharmeasy.in/dam/products/196134/deriva-cms-gel-1-1664872697.jpg?dim=320x320&dpr=1&q=100
Desirox 500mg Bottle Of 30 Tablets,₹1757.73,https://cdn01.pharmeasy.in/dam/products/222711/desirox-500mg-strip-of-30-tablets-1-1701782511.jpg?dim=320x320&dpr=1&q=100
Dexorange Bottle Of 200ml Syrup,₹192.00,https://cdn01.pharmeasy.in/dam/products/193762/dexorange-orange-flavour-bottle-of-200ml-syrup-1-1721119020.jpg?dim=320x320&dpr=1&q=100
Dexorange Bottle Of 30 Capsules,₹187.15,https://cdn01.pharmeasy.in/dam/products/193763/dexorange-bottle-of-30-capsules-1-1641532063.jpg?dim=320x320&dpr=1&q=100
Dfrag Strip Of 10 Tablets (Red),₹525.00,https://cdn01.pharmeasy.in/dam/products/I06742/d-frag-strip-of-10-tablets-red-1-1727691498.jpg?dim=320x320&dpr=1&q=100
Diamicron Xr Mex 60/500mg Strip Of 14 Tablets,₹340.41,https://cdn01.pharmeasy.in/dam/products/055651/diamicron-xr-mex-60-500mg-strip-of-14-tablets-2-1664529168.jpg?dim=320x320&dpr=1&q=100
Diamicron Mr 30mg Strip Of 10 Tablets,₹111.80,https://cdn01.pharmeasy.in/dam/products/055655/diamicron-mr-30mg-strip-of-10-tablets-2-1641535605.jpg?dim=320x320&dpr=1&q=100
Diamicron Xr 60mg Strip Of 14 Tablets,₹254.10,https://cdn01.pharmeasy.in/dam/products/055661/diamicron-xr-60mg-strip-of-14-tablets-3-1664436267.jpg?dim=320x320&dpr=1&q=100
Diapride M 1mg Strip Of 15 Tablets,₹149.00,https://cdn01.pharmeasy.in/dam/products/265003/diapride-m-1mg-strip-of-15-tablets-2-1641533681.jpg?dim=320x320&dpr=1&q=100
Diapride M 2mg Strip Of 15 Tablets,₹276.00,https://cdn01.pharmeasy.in/dam/products/265124/diapride-m-2mg-strip-of-15-tablets-2-1641533682.jpg?dim=320x320&dpr=1&q=100
Diapride M2 Forte Strip Of 30 Tablets,N/A,https://cdn01.pharmeasy.in/dam/products/I34455/diapride-m2-forte-tab-30s-front-2-1597366637.jpg?dim=320x320&dpr=1&q=100
Diavit Plus Strip Of 10 Softgel Capsules,₹168.50,https://cdn01.pharmeasy.in/dam/products/055896/diavit-plus-strip-of-10-softgel-capsules-2-1656934746.jpg?dim=320x320&dpr=1&q=100
Dicalis Strip Of 10 Tablets,₹159.00,https://cdn01.pharmeasy.in/dam/products/I38660/dicalis-strip-of-10-tablets-2-1721479721.jpg?dim=320x320&dpr=1&q=100
Dicorate Er 500mg Strip Of 10 Tablets,₹219.00,https://cdn01.pharmeasy.in/dam/products/056690/dicorate-er-500mg-tablet-7-1649750700.jpg?dim=320x320&dpr=1&q=100
Dilnip 10mg Strip Of 10 Tablets,₹156.44,https://cdn01.pharmeasy.in/dam/products/239404/dilnip-10mg-tablet-2-1641532411.jpg?dim=320x320&dpr=1&q=100
Dilzem Cd 90mg Strip Of 10 Capsules,₹144.00,https://cdn01.pharmeasy.in/dam/products/192012/dilzem-cd-90mg-cap-2-1641534416.jpg?dim=320x320&dpr=1&q=100
Dilzem 30mg 15'S,₹45.01,https://cdn01.pharmeasy.in/dam/products/I01167/dilzem-30mg-15s-2-1641534428.jpg?dim=320x320&dpr=1&q=100
Dilzem Cd 120mg Strip Of 10 Capsules,₹302.00,https://cdn01.pharmeasy.in/dam/products/057415/dilzem-cd-120mg-capsule-2-1641535970.jpg?dim=320x320&dpr=1&q=100
Dilzem Sr 90mg Strip Of 15 Tablets,₹210.00,https://cdn01.pharmeasy.in/dam/products/I32686/dilzem-sr-90mg-tab-15s-2-1641536710.jpg?dim=320x320&dpr=1&q=100
Dinogest 2mg Strip Of 10 Tablets,₹602.80,https://cdn01.pharmeasy.in/dam/products/I14174/dinogest-2mg-strip-of-10-tablets-1-1731669942.jpg?dim=320x320&dpr=1&q=100
Distinon 60mg Strip Of 10 Tablets,₹122.76,https://cdn01.pharmeasy.in/dam/products/058445/distinon-60mg-strip-of-10-tablets-1-1641535616.jpg?dim=320x320&dpr=1&q=100
Divaa Od 500mg Strip Of 10 Tablets,₹199.50,https://cdn01.pharmeasy.in/dam/products/058560/divaa-od-500mg-tablet-2-1641535614.jpg?dim=320x320&dpr=1&q=100
Docowize Veg Suspension 100ml,₹1200.00,https://cdn01.pharmeasy.in/dam/products/I37366/docowize-veg-suspension-100ml-1-1641538585.jpg?dim=320x320&dpr=1&q=100
Dolo 650mg Strip Of 15 Tablets,₹33.76,https://cdn01.pharmeasy.in/dam/products/059346/dolo-paracetamol-650mg-strip-of-15-tablets-2-1732704949.jpg?dim=320x320&dpr=1&q=100
Dompan Strip Of 10 Tablets,₹135.00,https://cdn01.pharmeasy.in/dam/products/059800/dompan-strip-of-10-tablets-2-1641535619.jpg?dim=320x320&dpr=1&q=100
Dortas T Bottle Of 5ml Eye Drops,₹605.00,https://cdn01.pharmeasy.in/dam/products/195972/dortas-t-eye-drops-5ml-1-1641532212.jpg?dim=320x320&dpr=1&q=100
Dorzox Bottle Of 5ml Eye Drops,₹530.17,https://cdn01.pharmeasy.in/dam/products/060175/dorzox-bottle-of-5ml-eye-drops-6.1-1732613441.jpg?dim=320x320&dpr=1&q=100
Dorzox T Bottle Of 5ml Eye Drops,₹564.35,https://cdn01.pharmeasy.in/dam/products/060180/dorzox-t-bottle-of-5ml-eye-drops-6.1-1732613919.jpg?dim=320x320&dpr=1&q=100
Doxinate Strip Of 30 Tablets,₹277.20,https://cdn01.pharmeasy.in/dam/products/060471/doxinate-strip-of-30-tablets-7-1641535979.jpg?dim=320x320&dpr=1&q=100
Dronis 30mcg Strip Of 21 Tablets,₹575.00,https://cdn01.pharmeasy.in/dam/products/209710/dronis-30mcg-strip-of-21-tablets-1-1641534340.jpg?dim=320x320&dpr=1&q=100
Duolin 20/50mcg Box Of 200md Metered Dose Inhaler,₹454.03,https://cdn01.pharmeasy.in/dam/products/062475/duolin-inhaler-200md-1-1641535226.jpg?dim=320x320&dpr=1&q=100
Duolin Box Of 30 Rotacaps,₹216.84,https://cdn01.pharmeasy.in/dam/products/062490/duolin-bottle-of-30-rotacaps-1-1677486449.jpg?dim=320x320&dpr=1&q=100
Duolin 3 500mcg/1.25mg 3ml Packet Of 5 Respules,₹124.70,https://cdn01.pharmeasy.in/dam/products/I36904/duolin-3-500mcg-125mg-3ml-packet-of-5-respules-3-1669036570.jpg?dim=320x320&dpr=1&q=100
Duonase 70md Bottle Of 7gm Nasal Spray,₹534.71,https://cdn01.pharmeasy.in/dam/products/062500/duonase-70md-bottle-of-7gm-nasal-spray-1-1641535982.jpg?dim=320x320&dpr=1&q=100
Duovir N Bottle Of 30 Tablets,₹709.96,https://cdn01.pharmeasy.in/dam/products/062595/duovir-n-tablet-2-1641535625.jpg?dim=320x320&dpr=1&q=100
Dupact 40mg Strip Of 10 Capsules,₹789.00,https://cdn01.pharmeasy.in/dam/products/I01614/dupact-40mg-strip-of-10-capsules-1-1641534544.jpg?dim=320x320&dpr=1&q=100
Duphaston 10mg Strip Of 10 Tablets,₹912.79,https://cdn01.pharmeasy.in/dam/products/192067/duphaston-10mg-strip-of-10-tablets-6.1-1716805293.jpg?dim=320x320&dpr=1&q=100
Duphalac Lemon Flavour Solution 450ml,₹581.17,https://cdn01.pharmeasy.in/dam/products/I15546/duphalac-lemon-flavour-solution-450ml-2-1641547704.jpg?dim=320x320&dpr=1&q=100
Duphalac Lemon Flavour Solution 250ml,₹322.87,https://cdn01.pharmeasy.in/dam/products/I32475/duphalac-lemon-flavour-solution-250ml-2-1653988439.jpg?dim=320x320&dpr=1&q=100
Dutas 0.5mg Strip Of 30 Capsules,₹1398.25,https://cdn01.pharmeasy.in/dam/products/253957/dutas-05mg-strip-of-30-capsules-2-1641530701.jpg?dim=320x320&dpr=1&q=100
Dutas T Plus Strip Of 15 Capsules,₹692.00,https://cdn01.pharmeasy.in/dam/products/I48258/dutas-t-plus-capsule-15s-1-1668011652.jpg?dim=320x320&dpr=1&q=100
Dv 60k Strip Of 4 Capsules,N/A,https://cdn01.pharmeasy.in/dam/products/254642/dv-60k-strip-of-4-capsules-front-2-1612861986.jpg?dim=320x320&dpr=1&q=100
Dydroboon Strip Of 10 Tablets,₹649.00,https://cdn01.pharmeasy.in/dam/products/G23257/dydroboon-strip-of-10-tablets-1-1686638899.jpg?dim=320x320&dpr=1&q=100
Dyfira 240mg Bottle Of 60 Capsules,₹5478.00,https://cdn01.pharmeasy.in/dam/products/I46644/dyfira-240mg-bottle-of-60-capsules-1-1641537866.jpg?dim=320x320&dpr=1&q=100
Dynaglipt M Strip Of 10 Tablets,₹145.07,https://cdn01.pharmeasy.in/dam/products/I01855/dynaglipt-m-strip-of-10-tablets-2-1648736340.jpg?dim=320x320&dpr=1&q=100
Dynaglipt Strip Of 10 Tablets,₹89.00,https://cdn01.pharmeasy.in/dam/products/279133/dynaglipt-strip-of-10-tablets-2-1648736687.jpg?dim=320x320&dpr=1&q=100
Dynaglipt M Forte Strip Of 10 Tablets,₹157.17,https://cdn01.pharmeasy.in/dam/products/I02384/dynaglipt-m-forte-strip-of-10-tablets-box-front-1-1626078882.jpg?dim=320x320&dpr=1&q=100
Dytor Plus 10mg Strip Of 15 Tablets,₹108.05,https://cdn01.pharmeasy.in/dam/products/247976/dytor-plus-10mg-strip-of-15-tablets-2-1641531815.jpg?dim=320x320&dpr=1&q=100
Dytor 5mg Strip Of 15 Tablets,₹78.90,https://cdn01.pharmeasy.in/dam/products/260118/dytor-5mg-strip-of-15-tablets-2-1641530618.jpg?dim=320x320&dpr=1&q=100
Dytor 20mg Strip Of 15 Tablets,₹202.81,https://cdn01.pharmeasy.in/dam/products/263724/dytor-20mg-strip-of-15-tablets-2-1641531818.jpg?dim=320x320&dpr=1&q=100
Dytor 100mg Strip Of 10 Tablets,₹508.40,https://cdn01.pharmeasy.in/dam/products/063905/dytor-100mg-tablet-2-1641535230.jpg?dim=320x320&dpr=1&q=100
Dytor 10mg Strip Of 15 Tablets,₹102.72,https://cdn01.pharmeasy.in/dam/products/063908/dytor-10mg-strip-of-15-tablets-2-1641535625.jpg?dim=320x320&dpr=1&q=100
Dytor 40mg Strip Of 10 Tablets,₹263.05,https://cdn01.pharmeasy.in/dam/products/063920/dytor-40mg-tablet-2-1641535986.jpg?dim=320x320&dpr=1&q=100
Dytor Plus 5mg Strip Of 15 Tablets,₹95.64,https://cdn01.pharmeasy.in/dam/products/I32135/dytor-plus-5mg-tab-15s-2-1641537141.jpg?dim=320x320&dpr=1&q=100
Ebernet 1% Tube Of 30gm Cream,₹566.00,https://cdn01.pharmeasy.in/dam/products/I00301/ebernet-1-tube-of-30gm-cream-1-1691756141.jpg?dim=320x320&dpr=1&q=100
Ebernet 1% Cream 60gm,N/A,https://cdn01.pharmeasy.in/dam/products/I03889/ebernet-1-cream-60gm-2-1691756093.jpg?dim=320x320&dpr=1&q=100
Ecoflora Bottle Of 30 Capsules,₹1950.00,https://cdn01.pharmeasy.in/dam/products/196145/ecoflora-bottle-of-30-capsules-1-1641534397.jpg?dim=320x320&dpr=1&q=100
Econorm 250mg Strip Of 5 Capsules,N/A,https://cdn01.pharmeasy.in/dam/products/254946/econorm-250mg-strip-of-5-capsules-front-2-1597361351.jpg?dim=320x320&dpr=1&q=100
Ecosprin 150mg Strip Of 14 Tablets,₹11.13,https://cdn01.pharmeasy.in/dam/products/064415/ecosprin-150mg-strip-of-14-tablets-1-1641535994.jpg?dim=320x320&dpr=1&q=100
Ecosprin Av 150/20mg Strip Of 10 Capsules,₹47.50,https://cdn01.pharmeasy.in/dam/products/064416/ecosprin-av-150-20mg-strip-of-10-capsules-1-1641535234.jpg?dim=320x320&dpr=1&q=100
Ecosprin Av 75/20mg Strip Of 10 Capsules,₹47.50,https://cdn01.pharmeasy.in/dam/products/064419/ecosprin-av-75-20mg-strip-of-10-capsules-1-1641535996.jpg?dim=320x320&dpr=1&q=100
Ecosprin Gold 20mg Strip Of 15 Capsules,₹186.00,https://cdn01.pharmeasy.in/dam/products/064421/ecosprin-gold-20mg-strip-of-15-capsules-1-1641535634.jpg?dim=320x320&dpr=1&q=100
Ecosprin Av 75mg Strip Of 15 Capsules,₹60.65,https://cdn01.pharmeasy.in/dam/products/064422/ecosprin-av-75mg-strip-of-15-capsules-1-1641535995.jpg?dim=320x320&dpr=1&q=100
Ecosprin Av 150mg Strip Of 15 Capsules,₹61.45,https://cdn01.pharmeasy.in/dam/products/064423/ecosprin-av-150mg-strip-of-15-capsules-1-1641535235.jpg?dim=320x320&dpr=1&q=100
Ecosprin Gold 10mg Strip Of 15 Capsules,₹131.25,https://cdn01.pharmeasy.in/dam/products/064424/ecosprin-gold-10mg-strip-of-15-capsules-1-1641535633.jpg?dim=320x320&dpr=1&q=100
Ecosprin 75mg Strip Of 14 Tablets,₹5.49,https://cdn01.pharmeasy.in/dam/products/064425/ecosprin-75mg-strip-of-14-tablets-1-1647434835.jpg?dim=320x320&dpr=1&q=100
Efnocar 40mg Strip Of 10 Tablets,₹159.25,https://cdn01.pharmeasy.in/dam/products/I12519/efnocar-40mg-strip-of-10-tablets-2-1641537483.jpg?dim=320x320&dpr=1&q=100
Eglucent Mix 25 100iu Cartridges Of 3ml Suspension For Injection,₹1089.00,https://cdn01.pharmeasy.in/dam/products/I02439/eglucent-mix-25-100iu-cartridges-of-3ml-suspension-for-injection-1-1641531384.jpg?dim=320x320&dpr=1&q=100
Eglucent Mix 50 100iu Cartridges Of 3ml Suspension For Injection,₹1089.00,https://cdn01.pharmeasy.in/dam/products/I03083/eglucent-mix-50-100iu-cartridges-of-3ml-suspension-for-injection-1-1641535463.jpg?dim=320x320&dpr=1&q=100
Eglucent Rapid 100iu Cartridge Of 3ml Solution For Injection,₹1089.00,https://cdn01.pharmeasy.in/dam/products/I34062/eglucent-rapid-100iu-cartridge-of-3ml-solution-for-injection-1-1692437557.jpg?dim=320x320&dpr=1&q=100
Eido Fe Strip Of 10 Capsules,₹191.00,https://cdn01.pharmeasy.in/dam/products/209201/eido-fe-capsule-10s-2-1657000148.jpg?dim=320x320&dpr=1&q=100
Eido Fe Forte Strip Of 10 Capsules,₹233.00,https://cdn01.pharmeasy.in/dam/products/267523/eido-fe-forte-capsules-10s-2-1654591871.jpg?dim=320x320&dpr=1&q=100
Eltroxin 100mcg Bottle Of 100 Tablets,₹177.41,https://cdn01.pharmeasy.in/dam/products/065785/eltroxin-100mcg-bottle-of-100-tablets-front-2-1607590669.jpg?dim=320x320&dpr=1&q=100
Eltroxin 25mcg Bottle Of 60 Tablets,₹190.08,https://cdn01.pharmeasy.in/dam/products/065786/eltroxin-25mcg-tablet-front-2-1597365180.jpg?dim=320x320&dpr=1&q=100
Eltroxin 75mcg Bottle Of 60 Tablets,₹187.15,https://cdn01.pharmeasy.in/dam/products/065787/eltroxin-75mcg-bottle-of-60-tablets-front-2-1597365186.jpg?dim=320x320&dpr=1&q=100
Eltroxin 50mcg Bottle Of 100 Tablets,₹113.09,https://cdn01.pharmeasy.in/dam/products/065790/eltroxin-50mcg-bottle-of-100-tablets-2-1632406267.jpg?dim=320x320&dpr=1&q=100
Embeta Xr 25mg Strip Of 30 Tablets,₹142.80,https://cdn01.pharmeasy.in/dam/products/I01275/embeta-xr-25mg-strip-of-30-tablets-2-1641532813.jpg?dim=320x320&dpr=1&q=100
Embeta Xr 50mg Strip Of 30 Tablets,₹196.22,https://cdn01.pharmeasy.in/dam/products/I01409/embeta-xr-50mg-strip-of-30-tablets-7-1666269650.jpg?dim=320x320&dpr=1&q=100
Emolene Tube Of 100gm Cream,₹380.00,https://cdn01.pharmeasy.in/dam/products/239594/emolene-cream-100gm-1-1664872032.jpg?dim=320x320&dpr=1&q=100
Encicarb 100mg Vial Of 2ml Injection,₹682.00,https://cdn01.pharmeasy.in/dam/products/226826/encicarb-100mg-inj-2ml-1-1641531401.jpg?dim=320x320&dpr=1&q=100
Encicarb 500mg Vial Of 10ml Injection,₹3800.00,https://cdn01.pharmeasy.in/dam/products/226827/encicarb-500mg-vial-of-10ml-injection-1-1641531964.jpg?dim=320x320&dpr=1&q=100
Encorate Chrono 300mg Strip Of 10 Tablets,₹68.20,https://cdn01.pharmeasy.in/dam/products/067100/encorate-chrono-300mg-strip-of-10-tablets-6.1-1719831855.jpg?dim=320x320&dpr=1&q=100
Encorate Chrono 500mg Strip Of 10 Tablets,₹103.93,https://cdn01.pharmeasy.in/dam/products/067105/encorate-chrono-500mg-strip-of-10-tablets-6.1-1719831591.jpg?dim=320x320&dpr=1&q=100
Endeavours Furic 40mg Strip Of 15 Tablets,₹256.70,https://cdn01.pharmeasy.in/dam/products/I40686/endeavours-furic-40mg-tab-15s-front-2-1597366961.jpg?dim=320x320&dpr=1&q=100
